Timestamp,Steps,HeadingDeg,X,Y,StepLen,Source
1768293894172,1,15,0.15510854130785787,0.5541846286792895,0.58,SCS
1768293895043,2,90,0.7419424784749739,0.5541846030279625,0.59,SCS
1768293895646,3,90,1.3544558965326803,0.5541845762541495,0.61,SCS
1768293896140,4,90,1.990730187532659,0.5541845484417158,0.64,SCS
1768293896676,5,90,2.635408560391573,0.554184520261928,0.64,SCS
1768293897686,6,90,3.291492286188431,0.5541844915835964,0.66,SCS
1768293898156,7,90,3.9677562815012015,0.5541844620231572,0.68,SCS
1768293898671,8,90,4.655084298205355,0.5541844319790942,0.69,SCS
1768293899231,9,153,4.9555243583990185,-0.05413935128582592,0.68,SCS
1768293899678,10,45,5.428139729802856,0.41847599945933706,0.67,SCS
1768293900197,11,117,6.0255693101238545,0.10616081284183299,0.67,SCS
1768293900689,12,45,6.505529620196781,0.5861211019350274,0.68,SCS
1768293901161,13,135,6.981485732155464,0.11016498430062488,0.67,SCS
1768293901652,14,45,7.462672849318682,0.5913520804304846,0.68,SCS
1768293902149,15,135,7.950059121223786,0.10396580271335726,0.69,SCS
1768293902600,16,45,8.440135659310753,0.594042319378399,0.69,SCS
1768293903136,17,135,8.922886618823574,0.11129135410883123,0.68,SCS
1768293903606,18,45,9.405098317449863,0.5935030316569774,0.68,SCS
1768293904101,19,135,9.890880648102305,0.1077206952116389,0.69,SCS
1768293904595,20,45,10.377547041164425,0.5943870670008944,0.69,SCS
1768293905068,21,112,11.014799054356303,0.3240644173392855,0.69,SCS
1768293905560,22,45,11.502502644220206,0.8117679858849869,0.69,SCS
1768293906096,23,135,11.986367639649526,0.3279029846856343,0.68,SCS
1768293906632,24,45,12.464971735185514,0.8065070593011732,0.68,SCS
1768293907149,25,180,12.4649716753296,0.12183523254312478,0.68,SCS
1768293907729,26,180,12.464971615731097,-0.5598921699632377,0.68,SCS
1768293908265,27,180,12.464971555273545,-1.2514459208110504,0.69,SCS
1768293908757,28,180,12.464971495060148,-1.94020686147398,0.69,SCS
1768293909272,29,180,12.464971435060113,-2.6265272318619948,0.69,SCS
1768293909893,30,180,12.464971376111517,-3.30082053176492,0.67,SCS
1768293910345,31,180,12.4649713177639,-3.96823943491516,0.67,SCS
1768293910881,32,180,12.464971259814968,-4.63109793171878,0.66,SCS
1768293911418,33,180,12.464971202131935,-5.2909149015838715,0.66,SCS
1768293912037,34,180,12.464971145228446,-5.941814899581471,0.65,SCS
1768293912427,35,180,12.46497108901324,-6.584841883994065,0.64,SCS
1768293912985,36,180,12.464971033132688,-7.224040871904999,0.64,SCS
1768293913521,37,180,12.464970977976023,-7.854959548034278,0.63,SCS
1768293914054,38,180,12.464970922580568,-8.488609662024743,0.63,SCS
1768293914529,39,-90,11.821129037931438,-8.488609690167966,0.64,SCS
1768293915063,40,-135,11.365257869800491,-8.944480863735121,0.64,SCS
1768293915623,41,-62,10.794625761818068,-8.652069647401332,0.64,SCS
1768293916117,42,-135,10.339079673517576,-9.107615741134158,0.64,SCS
1768293916697,43,-45,9.880267816550965,-8.648803904222852,0.65,SCS
1768293917170,44,-135,9.430589295124825,-9.098482431011355,0.64,SCS
1768293917706,45,-45,8.979095318535832,-8.64698847415779,0.64,SCS
1768293918177,46,-135,8.527083664463607,-9.099000133620201,0.64,SCS
1768293918714,47,-45,8.072658798212032,-8.644575287232168,0.64,SCS
1768293919231,48,-135,7.616110792331183,-9.101123298557297,0.65,SCS
1768293919764,49,-45,7.14755097667429,-8.632563503381805,0.66,SCS
1768293920238,50,-135,6.68438405572166,-9.095730429857644,0.66,SCS
1768293920752,51,-45,6.219493001959776,-8.630839396416794,0.66,SCS
1768293921312,52,-135,5.759356545809367,-9.090975858054277,0.65,SCS
1768293921759,53,-45,5.299161284905838,-8.630780617266522,0.65,SCS
1768293922276,54,-135,4.842990742295508,-9.08695116531663,0.65,SCS
1768293922769,55,-45,4.3795909062387075,-8.623551349515681,0.66,SCS
1768293923241,56,-135,3.915130978936635,-9.088011282356383,0.66,SCS
1768293923755,57,-45,3.450718851658344,-8.623599175378192,0.66,SCS
1768293924292,58,-135,2.9933806423180305,-9.08093739017221,0.65,SCS
1768293924766,59,-135,2.5352344996635114,-9.539083538290066,0.65,SCS
1768293925323,60,-135,2.071261352213951,-10.003056691272452,0.66,SCS
1768293925793,61,-66,1.4664660613791805,-9.741092349711133,0.66,SCS
1768293926352,62,-135,0.9936756782628402,-10.213882738465442,0.67,SCS
1768293926846,63,-45,0.5174459652041087,-9.737653046223372,0.67,SCS
1768293927342,64,-135,0.038005020322394556,-10.217093996822362,0.68,SCS
1768293927875,65,-45,-0.43918913217547584,-9.739899865183311,0.67,SCS
1768293928412,66,-114,-1.0570498326820168,-10.025002377883583,0.68,SCS
1768293928884,67,-28,-1.3785641930101864,-9.424238022686328,0.68,SCS
1768293929420,68,-73,-2.0315772456897436,-9.225869423409096,0.68,SCS
1768293929914,69,22,-1.7619477199344544,-8.588646735532437,0.69,SCS
1768293930431,70,-45,-2.258637820650977,-8.091956656526929,0.70,SCS
1768293930944,71,45,-1.752115114262026,-7.585433972278788,0.72,SCS
1768293931435,72,-45,-2.265344494478634,-7.072204614496149,0.73,SCS
1768293931951,73,70,-1.565720591714972,-6.822716508905451,0.74,SCS
1768293932447,74,-45,-2.0909433750487922,-6.297493748529848,0.74,SCS
1768293932960,75,45,-1.570301879355211,-5.77685227559423,0.74,SCS
1768293933518,76,-45,-2.087018061535965,-5.260136115999858,0.73,SCS
1768293934074,77,45,-1.574707522539108,-4.747825599396807,0.72,SCS
1768293934613,78,25,-1.266062700836633,-4.103154632212299,0.71,SCS
1768293935086,79,90,-0.563436806140109,-4.1031546629250535,0.70,SCS
1768293935687,80,45,-0.060524491971815864,-3.600242370739756,0.71,SCS
1768293936200,81,135,0.44016251141787266,-4.100929380100077,0.71,SCS
1768293936716,82,45,0.9380514750639857,-3.6030404382173815,0.70,SCS
1768293937252,83,135,1.425169034796902,-4.090158003759116,0.69,SCS
1768293937809,84,45,1.9064617169933988,-3.608865342600591,0.68,SCS
1768293938325,85,135,2.3806717351920885,-4.083075366454178,0.67,SCS
1768293938818,86,45,2.841919230881845,-3.6218278909261903,0.65,SCS
1768293939333,87,135,3.2940437534496128,-4.073952418885488,0.64,SCS
