Timestamp,Type,Val1,Val2,Val3,Val4,Val5,Val6
1768360476536,RAW,0.37304688,4.867676,-1.3720703,,,
1768360476631,RAW,0.6230469,4.117676,-0.7470703,,,
1768360476659,RAW,0.37304688,2.9926758,-0.24707031,,,
1768360476718,RAW,-1.5019531,1.3671875,-0.3720703,,,
1768360476779,RAW,-1.6269531,5.3671875,-2.8720703,,,
1768360476870,RAW,5.123047,5.992676,-2.2470703,,,
1768360476931,RAW,-2.2519531,6.2421875,-1.1220703,,,
1768360476989,RAW,2.7480469,5.492676,3.0029297,,,
1768360477048,RAW,5.123047,3.4926758,2.3779297,,,
1768360477108,RAW,2.9980469,2.9926758,0.2529297,,,
1768360477167,RAW,1.4980469,1.1176758,1.0029297,,,
1768360477228,RAW,0.6230469,0.9926758,1.0029297,,,
1768360477288,RAW,2.1230469,4.117676,-1.9970703,,,
1768360477348,RAW,2.4980469,9.742676,-1.4970703,,,
1768360477408,RAW,-1.0019531,9.3671875,-1.6220703,,,
1768360477469,RAW,4.998047,9.117676,-1.6220703,,,
1768360477526,RAW,4.748047,9.992676,-3.3720703,,,
1768360477586,RAW,-0.5019531,6.9921875,1.6279297,,,
1768360477649,RAW,0.6230469,2.3676758,0.0029296875,,,
1768360477708,RAW,3.6230469,3.2426758,1.2529297,,,
1768360477768,RAW,-0.25195312,1.3671875,0.0029296875,,,
1768360477828,RAW,0.9980469,4.117676,-1.7470703,,,
1768360477887,RAW,3.2480469,7.992676,-4.1220703,,,
1768360477945,RAW,0.37304688,6.742676,-5.2470703,,,
1768360478040,RAW,-0.37695312,-0.2578125,-5.1225586,,,
1768360478098,RAW,-1.2519531,-0.2578125,-4.8725586,,,
1768360478159,RAW,-3.0019531,2.7421875,-6.2470703,,,
1768360478221,RAW,-6.751953,2.7421875,-5.4970703,,,
1768360478279,RAW,14.373535,-4.1328125,-4.2475586,,,
1768360478342,RAW,-3.7514648,-14.383301,3.5024414,,,
1768360478398,RAW,-3.5014648,0.49169922,-13.622559,,,
1768360478457,RAW,9.124023,0.9921875,-15.623047,,,
1768360478520,RAW,-3.625,-7.883301,-9.749512,,,
1768360478580,RAW,-9.750488,-15.383789,1.2495117,,,
1768360478671,RAW,2.2495117,-0.25830078,13.999023,,,
1768360478683,SWING,3.496481,0.0,0.0,0.0,0.0
1768360478696,RAW,-5.8759766,-14.885254,7.5,,,
1768360478759,RAW,-14.875488,-0.7602539,3.5014648,,,
1768360478818,RAW,-9.626953,-4.2592773,-2.8725586,,,
1768360478889,RAW,-1.8774414,-0.2578125,5.128418,,,
1768360478937,RAW,14.997559,2.243164,-5.9960938,,,
1768360478999,RAW,-6.8774414,12.617676,7.753418,,,
1768360479060,RAW,12.12207,-3.2592773,11.628418,,,
1768360479152,RAW,10.37207,-10.887207,8.12793,,,
1768360479208,RAW,-0.50146484,-2.3881836,0.001953125,,,
1768360479215,SWING,2.5946057,0.0,0.0,0.0,0.0
1768360479268,RAW,-1.2524414,11.234863,-13.372559,,,
1768360479330,RAW,-6.1274414,-5.51416,3.2509766,,,
1768360479390,RAW,11.123047,-2.8862305,-8.749512,,,
1768360479445,RAW,15.873535,6.367676,7.0004883,,,
1768360479505,RAW,2.4985352,14.621582,-9.499023,,,
1768360479566,RAW,-13.875,-11.376465,-11.748535,,,
1768360479626,RAW,14.874512,-6.5004883,0.001953125,,,
1768360479690,RAW,0.37353516,-3.6264648,7.6274414,,,
1768360479747,RAW,10.123535,8.370117,7.1274414,,,
1768360479756,SWING,2.588868,0.0,0.0,0.0,0.0
1768360479807,RAW,6.873535,13.609863,-8.874512,,,
1768360479868,RAW,3.8691406,6.8583984,15.876465,,,
1768360479928,RAW,-12.125,8.985352,5.876953,,,
1768360479988,RAW,-12.378418,1.3637695,-4.746582,,,
1768360480046,RAW,-1.0039062,14.616211,-9.747559,,,
1768360480109,RAW,15.49707,-0.25683594,-7.7470703,,,
1768360480167,RAW,-10.378418,4.868164,-14.371094,,,
1768360480230,RAW,-1.8774414,-1.1318359,12.128906,,,
1768360480286,RAW,7.9975586,5.741211,1.3789062,,,
1768360480297,SWING,1.924766,0.0,0.0,0.0,0.0
1768360480381,RAW,5.9975586,-2.8857422,-6.246582,,,
1768360480439,RAW,-10.003906,1.9887695,0.25341797,,,
1768360480498,RAW,3.121582,9.984863,-7.8725586,,,
1768360480556,RAW,10.999512,-14.265137,-7.373535,,,
1768360480619,RAW,-11.251465,15.487793,4.7509766,,,
1768360480678,RAW,-14.50293,-6.2612305,-9.874512,,,
1768360480749,RAW,-15.751953,-11.7578125,0.24951172,,,
1768360480797,RAW,15.874023,-8.378906,-11.0,,,
1768360480805,SWING,1.6073757,0.0,0.0,0.0,0.0
1768360480859,RAW,-11.500488,-14.87793,-8.999512,,,
1768360480918,RAW,-7.7504883,12.746582,15.001953,,,
1768360480978,RAW,5.9990234,1.7441406,12.627441,,,
1768360481039,RAW,-11.125977,-12.133789,-10.373535,,,
1768360481128,RAW,-10.003906,-9.767578,4.501953,,,
1768360481157,RAW,13.005859,-5.015625,12.252441,,,
1768360481224,RAW,14.995605,8.986328,1.1274414,,,
1768360481275,RAW,13.369141,-10.135254,13.378906,,,
1768360481337,RAW,-13.628418,-10.631348,15.006836,,,
1768360481343,SWING,1.5703152,0.0,0.0,0.0,0.0
1768360481396,RAW,11.12207,8.242676,8.631836,,,
1768360481459,RAW,-2.6279297,-11.51123,14.754395,,,
1768360481549,RAW,5.748535,1.9892578,-2.746582,,,
1768360481607,RAW,10.245605,1.359375,8.503418,,,
1768360481666,RAW,-10.501953,12.360352,14.626953,,,
1768360481726,RAW,-2.0009766,-10.888184,-10.874023,,,
1768360481786,RAW,-5.7524414,10.864746,11.126465,,,
1768360481845,RAW,-12.625488,-8.758789,-0.25,,,
1768360481849,SWING,1.3816239,0.0,0.0,0.0,0.0
1768360481905,RAW,-1.875,6.9970703,-14.625488,,,
1768360481964,RAW,2.3759766,-11.875977,-2.8745117,,,
1768360482026,RAW,4.8828125E-4,6.8710938,7.5024414,,,
1768360482085,RAW,-5.1254883,5.743164,-1.6230469,,,
1768360482146,RAW,-2.7509766,7.107422,-1.6235352,,,
1768360482206,RAW,0.74658203,7.609375,9.749512,,,
1768360482266,RAW,-12.624023,15.23584,-5.873047,,,
1768360482358,RAW,10.617676,6.487793,8.877441,,,
1768360482366,SWING,1.2738115,0.0,0.0,0.0,0.0
1768360482420,RAW,13.619141,-5.3842773,11.12793,,,
1768360482445,RAW,-5.7539062,-5.882324,-14.494629,,,
1768360482509,RAW,5.869629,-10.257324,8.630371,,,
1768360482568,RAW,13.496582,10.98877,-4.6206055,,,
1768360482657,RAW,6.746582,-3.1357422,8.00293,,,
1768360482717,RAW,15.12207,-8.39209,8.127441,,,
1768360482782,RAW,-12.875977,-1.8891602,-13.123047,,,
1768360482836,RAW,-0.12792969,12.236328,9.875977,,,
1768360482896,RAW,-7.2539062,-13.135742,-6.3745117,,,
1768360482900,SWING,1.4009945,0.0,0.0,0.0,0.0
1768360482957,RAW,-4.6254883,10.866699,-12.0,,,
1768360483019,RAW,12.624023,-14.004395,-14.875488,,,
1768360483078,RAW,-1.25,-1.378418,10.999023,,,
1768360483137,RAW,-5.2509766,12.244629,0.7519531,,,
1768360483199,RAW,10.75,-14.631836,8.626953,,,
1768360483294,RAW,-9.502441,-2.2661133,3.0004883,,,
1768360483317,RAW,3.3720703,-1.1396484,6.3754883,,,
1768360483377,RAW,12.501465,-14.389648,1.1269531,,,
1768360483436,RAW,-8.006836,-7.262207,4.503418,,,
1768360483444,SWING,1.2790928,0.0,0.0,0.0,0.0
1768360483500,RAW,1.8691406,-10.258301,-11.245605,,,
1768360483564,RAW,-6.130371,-7.006836,0.75634766,,,
1768360483621,RAW,1.6210938,-5.383789,-15.120605,,,
1768360483676,RAW,4.8720703,5.6152344,11.878906,,,
1768360483737,RAW,5.871582,12.237305,6.128418,,,
1768360483798,RAW,-5.2539062,-2.5175781,7.501953,,,
1768360483888,RAW,-1.2529297,-15.01416,11.126953,,,
1768360483948,RAW,-15.253418,2.9873047,-11.374512,,,
1768360483959,SWING,1.3072845,0.0,0.0,0.0,0.0
1768360484008,RAW,12.374023,-5.0092773,-8.0,,,
1768360484069,RAW,3.125,-15.7578125,5.375,,,
1768360484127,RAW,4.1240234,-9.12793,-10.500977,,,
1768360484188,RAW,3.6264648,15.625488,-0.62597656,,,
1768360484248,RAW,0.49902344,-6.629883,-8.0,,,
1768360484308,RAW,-11.5,-8.015137,0.24902344,,,
1768360484370,RAW,11.619629,2.4829102,-10.374512,,,
1768360484426,RAW,13.250488,-3.390625,-3.7490234,,,
1768360484519,RAW,-15.006836,7.98584,-10.62207,,,
1768360484524,SWING,1.2813619,0.0,0.0,0.0,0.0
1768360484546,RAW,-13.880371,-0.010253906,-6.6206055,,,
1768360484607,RAW,8.246094,0.36767578,-14.868164,,,
1768360484671,RAW,-5.503418,-0.6333008,4.6308594,,,
1768360484728,RAW,-7.5029297,13.489746,-9.371094,,,
1768360484787,RAW,10.621582,-1.6352539,-11.246582,,,
1768360484846,RAW,-8.004883,-1.765625,-3.2475586,,,
1768360484907,RAW,-7.1259766,-7.267578,11.626465,,,
1768360484969,RAW,4.9975586,-4.88916,-11.249023,,,
1768360485057,RAW,4.621582,-11.13623,-14.625,,,
1768360485066,SWING,1.306255,0.0,0.0,0.0,0.0
1768360485120,RAW,11.124512,-6.133301,8.999512,,,
1768360485179,RAW,10.125,-11.00293,-13.127441,,,
1768360485237,RAW,-15.875977,-0.6269531,11.250488,,,
1768360485298,RAW,4.5,5.2456055,-2.2490234,,,
1768360485360,RAW,-9.250488,10.866211,5.6259766,,,
1768360485419,RAW,-14.25293,7.7319336,4.876465,,,
1768360485477,RAW,-6.3706055,9.358398,15.001465,,,
1768360485536,RAW,-4.1245117,9.362305,-12.496582,,,
1768360485599,RAW,15.365723,-1.137207,3.1264648,,,
1768360485608,SWING,1.3523498,0.0,0.0,0.0,0.0
1768360485657,RAW,-10.879883,2.6157227,-12.120605,,,
1768360485750,RAW,-0.87939453,8.617676,-4.2441406,,,
1768360485812,RAW,-3.755371,-14.758789,-4.870117,,,
1768360485840,RAW,-13.00293,2.7392578,-8.496094,,,
1768360485899,RAW,1.121582,-4.260254,3.0029297,,,
1768360485960,RAW,14.871094,-9.141602,-0.8730469,,,
1768360486018,RAW,8.124023,-12.765137,-0.87353516,,,
1768360486076,RAW,-3.3769531,-10.763184,6.8754883,,,
1768360486138,RAW,6.2456055,12.490723,-10.249023,,,
1768360486143,SWING,1.4022956,0.0,0.0,0.0,0.0
1768360486227,RAW,3.1235352,-4.0078125,8.875,,,
1768360486288,RAW,-3.25,-5.378418,-12.500977,,,
1768360486348,RAW,-13.876465,8.120605,-15.124023,,,
1768360486440,RAW,-7.126465,-8.881348,1.5014648,,,
1768360486466,RAW,-7.376465,1.6166992,15.376953,,,
1768360486529,RAW,1.3730469,-9.264648,-8.248047,,,
1768360486585,RAW,-3.6235352,13.86084,-1.1220703,,,
1768360486680,RAW,3.9990234,-0.63671875,-8.496582,,,
1768360486688,SWING,1.4810996,0.0,0.0,0.0,0.0
1768360486705,RAW,9.368652,-9.385742,6.1279297,,,
1768360486798,RAW,-11.130371,9.116699,9.00293,,,
1768360486857,RAW,-10.755371,9.242676,-6.620117,,,
1768360486887,RAW,-0.50439453,-13.133301,-2.1206055,,,
1768360486947,RAW,-12.62793,15.364258,12.128418,,,
1768360487007,RAW,14.37207,6.2387695,4.128418,,,
1768360487068,RAW,-9.502441,-8.390137,-12.75,,,
1768360487129,RAW,0.9975586,-1.7641602,-13.624023,,,
1768360487188,RAW,8.624512,-9.13623,0.87597656,,,
1768360487197,SWING,1.6119105,0.0,0.0,0.0,0.0
1768360487246,RAW,-15.003906,14.743652,10.75,,,
1768360487309,RAW,-2.1279297,-6.130371,8.125488,,,
1768360487399,RAW,-6.751953,-2.8793945,8.125488,,,
1768360487457,RAW,-0.8774414,-12.130859,2.8764648,,,
1768360487517,RAW,8.122559,-13.756836,11.126953,,,
1768360487576,RAW,-6.1279297,-2.6347656,-2.3725586,,,
1768360487637,RAW,-1.5048828,4.7353516,5.5039062,,,
1768360487697,RAW,9.381348,-14.137695,-5.9975586,,,
1768360487704,SWING,2.046067,0.0,0.0,0.0,0.0
1768360487756,RAW,-10.500977,6.4921875,-13.371582,,,
1768360487819,RAW,5.2456055,13.867676,-4.4975586,,,
1768360487876,RAW,6.746582,14.118164,-12.746582,,,
1768360487938,RAW,-10.25293,-11.2578125,0.62890625,,,
1768360487997,RAW,-6.753418,13.491211,0.37890625,,,
1768360488059,RAW,3.6230469,-6.260742,11.75293,,,
1768360488116,RAW,-1.8764648,-0.76123047,-0.8725586,,,
1768360488179,RAW,-4.2524414,10.862793,-3.3740234,,,
1768360488236,RAW,-12.376953,5.7382812,7.2524414,,,
1768360488238,SWING,1.9007269,0.0,0.0,0.0,0.0
1768360488298,RAW,-9.002441,15.490234,-10.123535,,,
1768360488357,RAW,-4.8789062,11.742676,0.25097656,,,
1768360488419,RAW,-8.002441,5.8671875,12.000977,,,
1768360488479,RAW,2.1240234,-0.005859375,-13.499512,,,
1768360488567,RAW,-7.001465,-2.755371,-4.3745117,,,
1768360488628,RAW,-5.1274414,3.6191406,13.00293,,,
1768360488686,RAW,3.2480469,-3.7573242,-14.373047,,,
1768360488745,RAW,15.994141,-7.3916016,-0.9975586,,,
1768360488745,SWING,2.1440883,0.0,0.0,0.0,0.0
1768360488806,RAW,12.381836,-7.8881836,12.505371,,,
1768360488871,RAW,-3.7524414,11.2421875,-12.623047,,,
1768360488928,RAW,3.8720703,13.492676,-12.622559,,,
1768360488988,RAW,2.4956055,-0.13183594,9.253418,,,
1768360489051,RAW,11.37207,-10.3828125,5.5043945,,,
1768360489108,RAW,1.996582,-9.384766,6.8779297,,,
1768360489166,RAW,3.7470703,-6.3842773,-4.6220703,,,
1768360489230,RAW,-11.628906,-14.011719,-1.2475586,,,
1768360489288,RAW,-8.501953,1.3613281,13.12793,,,
1768360489295,SWING,2.1135685,0.0,0.0,0.0,0.0
1768360489347,RAW,-1.1259766,5.614258,14.126465,,,
1768360489407,RAW,9.87207,-9.759766,5.6254883,,,
1768360489470,RAW,-8.252441,-15.884277,-6.3745117,,,
1768360489528,RAW,4.8740234,13.8671875,11.125,,,
1768360489594,RAW,0.37304688,-0.00390625,-6.9995117,,,
1768360489649,RAW,-9.376953,-14.253906,-11.998535,,,
1768360489736,RAW,-3.0014648,-14.255371,5.2524414,,,
1768360489864,RAW,-15.126953,6.9887695,14.751465,,,
1768360489869,SWING,1.8129652,0.0,0.0,0.0,0.0
1768360489870,RAW,-6.5058594,3.6137695,-14.371582,,,
1768360489916,RAW,5.2539062,-2.2617188,9.253906,,,
1768360489977,RAW,-1.2583008,8.615723,6.3789062,,,
1768360490068,RAW,0.24707031,-12.257324,-1.6206055,,,
1768360490097,RAW,9.621582,-0.25830078,2.7539062,,,
1768360490157,RAW,-6.5039062,2.9892578,-2.996582,,,
1768360490221,RAW,-11.62793,3.6157227,-8.99707,,,
1768360490277,RAW,-3.5039062,1.8623047,9.127441,,,
1768360490375,RAW,10.373047,-0.5126953,-11.498535,,,
1768360490386,SWING,1.896277,0.0,0.0,0.0,0.0
1768360490399,RAW,12.748047,8.366211,11.001465,,,
1768360490458,RAW,4.873047,5.116699,7.5009766,,,
1768360490518,RAW,2.2490234,11.241699,11.875488,,,
1768360490578,RAW,-3.3754883,-8.130371,-13.624512,,,
1768360490671,RAW,8.498047,15.621094,2.3764648,,,
1768360490698,RAW,14.123047,-9.129395,10.502441,,,
1768360490759,RAW,6.873535,-0.8803711,9.751953,,,
1768360490816,RAW,-15.003418,13.734375,2.0014648,,,
1768360490878,RAW,-3.1235352,-12.012695,-11.497559,,,
1768360490885,SWING,1.8180425,0.0,0.0,0.0,0.0
1768360490968,RAW,15.746582,-5.507324,8.501465,,,
1768360491027,RAW,-5.003418,-15.133301,-7.2470703,,,
1768360491088,RAW,9.99707,5.992676,-14.120605,,,
1768360491147,RAW,1.1230469,13.116211,-1.121582,,,
1768360491211,RAW,0.8720703,11.365723,-1.1220703,,,
1768360491267,RAW,8.99707,-8.633301,0.2524414,,,
1768360491328,RAW,15.621582,-10.011719,-0.62402344,,,
1768360491390,RAW,7.1240234,-3.6362305,-7.7490234,,,
1768360491402,SWING,1.8241118,0.0,0.0,0.0,0.0
1768360491446,RAW,-13.126953,-4.0097656,-4.3740234,,,
1768360491508,RAW,1.7485352,2.8666992,-12.749023,,,
1768360491569,RAW,-13.001953,-6.1313477,10.125488,,,
1768360491628,RAW,-10.001465,-13.754395,-10.749023,,,
1768360491693,RAW,2.9975586,-0.50439453,-0.99902344,,,
1768360491751,RAW,0.3720703,-4.383789,14.499512,,,
1768360491811,RAW,-6.5024414,4.239746,14.625977,,,
1768360491868,RAW,-5.3793945,-8.016113,13.504883,,,
1768360491929,RAW,5.494629,9.118652,-5.9956055,,,
1768360491934,SWING,1.5575733,0.0,0.0,0.0,0.0
1768360491987,RAW,13.623535,-2.2563477,-14.498047,,,
1768360492077,RAW,5.3720703,-15.881836,-12.872559,,,
1768360492137,RAW,-2.6289062,3.3671875,-3.621582,,,
1768360492196,RAW,-1.878418,-9.135254,-9.62207,,,
1768360492287,RAW,11.246094,8.613281,10.75293,,,
1768360492316,RAW,-12.62793,6.1137695,-1.4975586,,,
1768360492377,RAW,0.7475586,-5.0131836,-13.999023,,,
1768360492468,RAW,2.0,12.739258,0.75146484,,,
1768360492473,SWING,1.5957043,0.0,0.0,0.0,0.0
1768360492496,RAW,-15.378418,7.1152344,-8.749512,,,
1768360492557,RAW,-3.0024414,13.2421875,13.000488,,,
1768360492618,RAW,1.3735352,14.743652,0.25048828,,,
1768360492681,RAW,14.374023,-14.878418,-12.749512,,,
1768360492738,RAW,7.2475586,7.9956055,-2.8730469,,,
1768360492799,RAW,-9.627441,6.367676,11.501953,,,
1768360492860,RAW,12.123047,14.614258,1.0014648,,,
1768360492921,RAW,8.118652,13.86084,14.50293,,,
1768360492978,RAW,-14.746094,7.8652344,-14.371094,,,
1768360492983,SWING,1.6062748,0.0,0.0,0.0,0.0
1768360493073,RAW,-3.753418,-6.883301,3.2519531,,,
1768360493097,RAW,14.495605,-13.8828125,-11.371582,,,
1768360493158,RAW,-2.3789062,15.9921875,7.2543945,,,
1768360493219,RAW,-6.0043945,13.865234,2.5039062,,,
1768360493306,RAW,11.99707,-14.259766,-5.8720703,,,
1768360493367,RAW,-14.128418,-9.888184,-9.873535,,,
1768360493425,RAW,14.748047,-4.2631836,-15.998535,,,
1768360493488,RAW,3.4990234,11.241211,-10.499023,,,
1768360493501,SWING,1.5894341,0.0,0.0,0.0,0.0
1768360493549,RAW,3.3710938,10.492676,-8.374023,,,
1768360493608,RAW,6.4970703,3.4921875,-11.999512,,,
1768360493667,RAW,13.623535,-11.633301,-15.75,,,
1768360493728,RAW,5.498535,-8.629883,-15.25,,,
1768360493788,RAW,-5.2529297,14.744141,-11.248047,,,
1768360493879,RAW,10.248535,-9.005859,-8.497559,,,
1768360493905,RAW,4.8720703,5.9868164,-7.998535,,,
1768360493965,RAW,9.748047,-5.1347656,-6.123047,,,
1768360494026,RAW,1.6274414,-0.38427734,-1.371582,,,
1768360494031,SWING,1.7442222,0.0,0.0,0.0,0.0
1768360494084,RAW,4.9960938,8.991211,15.629395,,,
1768360494145,RAW,14.370605,7.6171875,-14.495117,,,
1768360494206,RAW,3.1225586,3.6171875,15.130371,,,
1768360494270,RAW,-1.253418,-1.6347656,-14.87207,,,
1768360494325,RAW,2.2456055,6.864746,0.7529297,,,
1768360494385,RAW,2.3686523,-6.88916,-7.125,,,
1768360494476,RAW,-4.001953,11.61377,4.375,,,
1768360494538,RAW,13.996094,-11.634277,12.125488,,,
1768360494548,SWING,1.8151268,0.0,0.0,0.0,0.0
1768360494597,RAW,1.1220703,-6.258301,12.25,,,
1768360494657,RAW,-11.501953,10.2421875,8.750488,,,
1768360494717,RAW,2.3725586,-11.5078125,1.25,,,
1768360494778,RAW,-8.752441,11.619629,5.7504883,,,
1768360494836,RAW,15.747559,8.121094,-8.998047,,,
1768360494899,RAW,-4.876465,-2.255371,-11.247559,,,
1768360494955,RAW,-11.12793,11.865723,15.752441,,,
1768360495018,RAW,-1.6274414,-3.885254,11.003418,,,
1768360495111,RAW,8.754883,-15.26123,5.5029297,,,
1768360495122,SWING,1.8329034,0.0,0.0,0.0,0.0
1768360495138,RAW,-7.8759766,-10.384766,-7.244629,,,
1768360495198,RAW,4.4970703,10.617676,-0.9946289,,,
1768360495256,RAW,-15.375977,-10.008301,2.253418,,,
1768360495317,RAW,14.749023,7.491699,4.7524414,,,
1768360495376,RAW,-8.509766,2.3671875,-13.499512,,,
1768360495437,RAW,14.865234,12.733887,11.376953,,,
1768360495495,RAW,-3.3769531,7.61084,-0.125,,,
1768360495557,RAW,-7.1274414,10.36377,2.3764648,,,
1768360495646,RAW,-3.7519531,-6.3842773,15.625977,,,
1768360495655,SWING,1.7930216,0.0,0.0,0.0,0.0
1768360495705,RAW,-13.625488,-12.6328125,3.5004883,,,
1768360495767,RAW,-3.6259766,9.746094,-4.3740234,,,
1768360495827,RAW,9.123047,-0.37890625,-2.4985352,,,
1768360495886,RAW,-2.3774414,4.869629,-7.1220703,,,
1768360495946,RAW,3.5,-7.3793945,-11.873047,,,
1768360496006,RAW,12.243164,11.357422,12.875977,,,
1768360496067,RAW,-1.8706055,-11.639648,13.00293,,,
1768360496127,RAW,8.250977,11.239746,-6.1220703,,,
1768360496184,RAW,-1.5043945,12.991699,5.5039062,,,
1768360496187,SWING,1.6464063,0.0,0.0,0.0,0.0
1768360496245,RAW,-2.8779297,-8.383301,-5.8710938,,,
1768360496306,RAW,7.2470703,14.119629,9.504395,,,
1768360496369,RAW,12.122559,2.7407227,-12.62207,,,
1768360496428,RAW,7.1210938,-9.26123,1.0029297,,,
1768360496486,RAW,10.871582,-7.387207,10.001465,,,
1768360496547,RAW,6.621582,6.612793,7.7529297,,,
1768360496606,RAW,-15.378418,-8.76123,10.001953,,,
1768360496669,RAW,-5.2529297,1.3647461,4.376465,,,
1768360496728,RAW,-7.251953,-10.2578125,8.000488,,,
1768360496738,SWING,1.551062,0.0,0.0,0.0,0.0
1768360496816,RAW,-5.1274414,-13.626953,-1.2485352,,,
1768360496878,RAW,-4.6259766,10.369629,-12.872559,,,
1768360496935,RAW,15.373535,5.993164,2.1274414,,,
1768360496995,RAW,-6.8754883,9.6171875,12.50293,,,
1768360497055,RAW,-3.5024414,11.612793,13.750977,,,
1768360497119,RAW,-14.252441,-13.262207,5.3774414,,,
1768360497176,RAW,-2.3745117,7.736328,-14.0,,,
1768360497236,RAW,-12.758301,0.49072266,8.003418,,,
1768360497237,SWING,1.6865082,0.0,0.0,0.0,0.0
1768360497295,RAW,-2.7539062,-2.758789,-0.12158203,,,
1768360497356,RAW,10.369141,9.616699,-2.9956055,,,
1768360497415,RAW,5.994629,13.489258,-13.996582,,,
1768360497479,RAW,-1.7543945,-6.3842773,-5.3725586,,,
1768360497571,RAW,-5.7529297,5.4873047,-11.49707,,,
1768360497596,RAW,5.998535,-5.262207,-2.6230469,,,
1768360497657,RAW,14.373047,8.615723,-8.747559,,,
1768360497716,RAW,5.7456055,-4.5126953,11.750488,,,
1768360497779,RAW,9.62207,-13.384277,-1.1245117,,,
1768360497787,SWING,1.6584551,0.0,0.0,0.0,0.0
1768360497838,RAW,8.124023,-2.7583008,9.25,,,
1768360497898,RAW,15.999023,0.12060547,-10.126953,,,
1768360497993,RAW,-0.8798828,-14.131348,-2.871582,,,
1768360498046,RAW,-7.7495117,-4.758301,-9.624512,,,
