Timestamp,Steps,HeadingDeg,X,Y,StepLen,Source
1768294331125,5,135,2.1208271803018133,-1.9044053527012768,0.57,SCS
1768294331787,6,135,2.5340944456193633,-2.3176726229469895,0.58,SCS
1768294332412,7,135,2.9525771429031034,-2.7361553252210857,0.59,SCS
1768294332971,8,135,3.3884298822156875,-3.1720080697311617,0.62,SCS
1768294333444,9,135,3.83321736653875,-3.6167955593582617,0.63,SCS
1768294334086,10,135,4.296320198182014,-4.079898396523971,0.65,SCS
1768294334494,11,135,4.7621885425289525,-4.5457667464263345,0.66,SCS
1768294335073,12,135,5.232506550328644,-5.016084759834512,0.67,SCS
1768294335632,13,135,5.692859555548801,-5.476437770544324,0.65,SCS
1768294336125,14,135,6.157653982695213,-5.941232203233354,0.66,SCS
1768294336598,15,135,6.613765440890697,-6.397343666867912,0.65,SCS
1768294337112,16,135,7.076146485990585,-6.859724717481639,0.65,SCS
1768294337649,17,135,7.53889722880856,-7.3224754658178615,0.65,SCS
1768294338183,18,135,8.004310745002714,-7.787888987562017,0.66,SCS
1768294338700,19,135,8.466330467647477,-8.249908715716309,0.65,SCS
1768294339237,20,135,8.942479866969395,-8.726058120716251,0.67,SCS
1768294339772,21,135,9.414109149427144,-9.197687408798124,0.67,SCS
1768294340243,22,135,9.883190349316422,-9.666768614281139,0.66,SCS
1768294340718,23,135,10.353791742410888,-10.137370012987471,0.67,SCS
1768294341276,24,135,10.835381526912851,-10.618959803232336,0.68,SCS
1768294341769,25,135,11.314500499051995,-11.098078781084917,0.68,SCS
1768294342304,26,135,11.803670555713833,-11.58724884358005,0.69,SCS
1768294342756,27,135,12.28872960275697,-12.072307896407459,0.69,SCS
1768294343292,28,135,12.773062236087894,-12.55664053551399,0.68,SCS
1768294343829,29,135,13.246902345220056,-13.030480650296639,0.67,SCS
1768294344300,30,135,13.715589308133321,-13.49916761879894,0.66,SCS
1768294344838,31,135,14.173592258954299,-13.957170575081546,0.65,SCS
1768294345352,32,135,14.643723164819665,-14.427301486553166,0.66,SCS
1768294345953,33,135,15.126418260010784,-14.909996587500366,0.68,SCS
1768294346338,34,135,15.619729821868681,-15.403308155240945,0.70,SCS
